what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583255383820
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583255415215
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583255417917
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583255418127
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1583255476551
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1583255478741
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1583255479059
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1583255548802
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1583255548958
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1583255549101
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583255565904
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.DebugLast",1583255574762
started,bundle,org.eclipse.cdt.dsf.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.ui",1583255575362
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1583255575415
started,bundle,org.eclipse.core.externaltools,1.0.0.v20100505,"org.eclipse.core.externaltools",1583255575546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583255576475
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583255578316
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1583255578576
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.VariableView",1583255578669
activated,perspective,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugPerspective",1583255578726
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.BreakpointView",1583255579009
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.MemoryView",1583255579096
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.RegisterView",1583255579161
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.ModuleView",1583255579200
opened,editor,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1583255579289
activated,editor,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1583255579324
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1583255597388
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1583255604247
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1583255608052
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1583255609361
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1583255610315
closed,editor,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1583255778012
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583255784787
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583257217093
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583257264875
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Resume",1583257272696
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1583257272798
opened,editor,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1583257272834
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1583257275943
closed,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1583257275960
activated,editor,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1583257304002
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1583257311910
closed,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.MemoryView",1583257342108
closed,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.RegisterView",1583257342126
closed,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.ModuleView",1583257342143
activated,perspective,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.CPerspective",1583257342208
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583257360902
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583257361090
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583257388200
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583257549415
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1583257555030
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1583257557978
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583257799333
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583257801913
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583257802144
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583257992406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583258107433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583258119592
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583258175004
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583258175804
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583258225456
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583258226024
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583258896347
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1583258951881
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259024689
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259066529
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259071334
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259071946
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259074020
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259079970
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1583259080046
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1583259080116
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1583259209066
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583259211177
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583259212387
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583259212816
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1583259247001
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583259248697
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583259249640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1583259250004
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583259264893
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583259270259
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259293464
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259293756
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259296469
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259296510
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1583259604430
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1583259607187
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1583259607573
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1583259613094
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1583259615423
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1583259620119
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1583259622535
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1583259629905
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1583259632502
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1583259637323
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1583259641940
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1583259750110
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259799606
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259799717
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259800057
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1583259800083
